ID,Timestamp,Temperature (°C),Humidity (%),Gas Level (ppm),Noise Level (dB),System Alert,Alert Class
12497,2025-04-10 01:16:00,43.6,40.2,136.0,49.6,Gas Alert,0
12498,2025-04-10 01:17:00,30.7,45.6,115.7,40.5,Gas Alert,0
12499,2025-04-10 01:18:00,40.6,73.4,108.9,46.2,Gas Alert,0
12500,2025-04-10 01:19:00,38.8,81.6,117.1,63.2,"Humidity, Gas, Noise Alert",4
12501,2025-04-10 01:20:00,51.6,51.4,91.5,54.3,"Temp, Noise Alert",15
12502,2025-04-10 01:21:00,47.1,54.1,142.1,56.2,"Temp, Gas, Noise Alert",10
12503,2025-04-10 01:22:00,37.1,65.2,133.5,35.8,Gas Alert,0
12504,2025-04-10 01:23:00,39.4,69.2,118.3,54.0,"Gas, Noise Alert",1
12505,2025-04-10 01:24:00,30.4,47.0,126.6,47.7,Gas Alert,0
12506,2025-04-10 01:25:00,40.3,40.9,104.0,63.0,"Gas, Noise Alert",1
12507,2025-04-10 01:26:00,51.4,59.7,151.5,35.6,"Temp, Gas Alert",9
12508,2025-04-10 01:27:00,48.6,79.1,87.8,59.0,"Temp, Humidity, Noise Alert",14
12509,2025-04-10 01:28:00,45.3,73.1,108.3,48.3,"Temp, Gas Alert",9
12510,2025-04-10 01:29:00,44.0,66.0,107.7,44.6,Gas Alert,0
12511,2025-04-10 01:30:00,54.9,75.5,101.2,57.5,"Temp, Humidity, Gas, Noise Alert",13
12512,2025-04-10 01:31:00,46.9,73.3,116.1,44.3,"Temp, Gas Alert",9
12513,2025-04-10 01:32:00,30.8,44.3,144.5,62.3,"Gas, Noise Alert",1
12514,2025-04-10 01:33:00,40.7,69.1,98.1,46.3,Normal,7
12515,2025-04-10 01:34:00,41.0,78.5,124.6,59.2,"Humidity, Gas, Noise Alert",4
12516,2025-04-10 01:35:00,52.3,62.9,133.9,59.7,"Temp, Gas, Noise Alert",10
12517,2025-04-10 01:36:00,39.1,54.4,156.7,50.8,"Gas, Noise Alert",1
12518,2025-04-10 01:37:00,35.0,55.0,120.7,61.0,"Gas, Noise Alert",1
12519,2025-04-10 01:38:00,48.6,66.9,132.7,51.4,"Temp, Gas, Noise Alert",10
12520,2025-04-10 01:39:00,45.7,47.6,155.5,38.1,"Temp, Gas Alert",9
12521,2025-04-10 01:40:00,43.0,65.0,121.3,63.4,"Gas, Noise Alert",1
12522,2025-04-10 01:41:00,33.6,66.2,141.5,49.9,Gas Alert,0
12523,2025-04-10 01:42:00,52.9,42.7,126.7,35.8,"Temp, Gas Alert",9
12524,2025-04-10 01:43:00,43.9,48.8,101.9,53.7,"Gas, Noise Alert",1
12525,2025-04-10 01:44:00,33.6,43.5,103.4,63.1,"Gas, Noise Alert",1
12526,2025-04-10 01:45:00,36.7,60.3,146.5,57.3,"Gas, Noise Alert",1
12527,2025-04-10 01:46:00,45.7,58.2,98.5,38.9,Temp Alert,8
12528,2025-04-10 01:47:00,39.3,79.2,142.2,52.7,"Humidity, Gas, Noise Alert",4
12529,2025-04-10 01:48:00,43.6,80.7,133.9,48.2,"Humidity, Gas Alert",3
12530,2025-04-10 01:49:00,35.1,40.6,147.0,58.6,"Gas, Noise Alert",1
12531,2025-04-10 01:50:00,47.7,63.9,144.1,56.3,"Temp, Gas, Noise Alert",10
12532,2025-04-10 01:51:00,54.2,55.8,127.3,64.2,"Temp, Gas, Noise Alert",10
12533,2025-04-10 01:52:00,31.3,71.4,88.4,45.0,Normal,7
12534,2025-04-10 01:53:00,36.3,59.9,116.0,53.2,"Gas, Noise Alert",1
12535,2025-04-10 01:54:00,44.0,82.6,136.6,51.0,"Humidity, Gas, Noise Alert",4
12536,2025-04-10 01:55:00,37.1,56.1,138.0,61.8,"Gas, Noise Alert",1
12537,2025-04-10 01:56:00,36.9,78.4,123.4,37.9,"Humidity, Gas Alert",3
12538,2025-04-10 01:57:00,52.7,56.9,91.8,37.5,Temp Alert,8
12539,2025-04-10 01:58:00,50.9,63.0,107.8,53.8,"Temp, Gas, Noise Alert",10
12540,2025-04-10 01:59:00,47.7,75.2,127.8,39.6,"Temp, Humidity, Gas Alert",12
12541,2025-04-10 02:00:00,37.7,45.2,158.9,60.0,"Gas, Noise Alert",1
12542,2025-04-10 02:01:00,43.4,48.3,154.6,59.1,"Gas, Noise Alert",1
12543,2025-04-10 02:02:00,31.4,83.1,143.9,38.9,"Humidity, Gas Alert",3
12544,2025-04-10 02:03:00,36.2,72.0,135.6,42.4,Gas Alert,0
12545,2025-04-10 02:04:00,49.4,50.2,155.5,49.8,"Temp, Gas Alert",9
12546,2025-04-10 02:05:00,45.7,48.7,120.2,38.6,"Temp, Gas Alert",9
12547,2025-04-10 02:06:00,37.5,80.6,80.3,48.3,Humidity Alert,2
12548,2025-04-10 02:07:00,43.2,55.0,156.2,58.9,"Gas, Noise Alert",1
12549,2025-04-10 02:08:00,53.6,83.3,113.5,49.9,"Temp, Humidity, Gas Alert",12
12550,2025-04-10 02:09:00,47.5,43.7,129.3,56.5,"Temp, Gas, Noise Alert",10
12551,2025-04-10 02:10:00,42.7,52.3,156.7,39.3,Gas Alert,0
12552,2025-04-10 02:11:00,32.9,67.9,126.1,60.3,"Gas, Noise Alert",1
12553,2025-04-10 02:12:00,35.7,79.9,85.6,40.1,Humidity Alert,2
12554,2025-04-10 02:13:00,35.4,56.5,154.8,64.3,"Gas, Noise Alert",1
12555,2025-04-10 02:14:00,38.3,52.9,82.6,60.0,Noise Alert,6
12556,2025-04-10 02:15:00,42.7,55.1,131.6,60.9,"Gas, Noise Alert",1
12557,2025-04-10 02:16:00,35.0,64.7,103.2,42.1,Gas Alert,0
12558,2025-04-10 02:17:00,52.0,60.8,137.4,50.4,"Temp, Gas, Noise Alert",10
12559,2025-04-10 02:18:00,51.2,66.4,141.7,54.1,"Temp, Gas, Noise Alert",10
12560,2025-04-10 02:19:00,30.9,72.3,119.8,54.2,"Gas, Noise Alert",1
12561,2025-04-10 02:20:00,30.7,74.7,110.2,48.9,Gas Alert,0
12562,2025-04-10 02:21:00,54.0,59.9,104.2,51.0,"Temp, Gas, Noise Alert",10
12563,2025-04-10 02:22:00,44.9,56.9,94.7,51.0,Noise Alert,6
12564,2025-04-10 02:23:00,48.3,84.4,153.7,45.0,"Temp, Humidity, Gas Alert",12
12565,2025-04-10 02:24:00,31.7,52.2,143.6,61.9,"Gas, Noise Alert",1
12566,2025-04-10 02:25:00,52.0,45.3,140.4,62.8,"Temp, Gas, Noise Alert",10
12567,2025-04-10 02:26:00,33.0,48.4,116.5,52.9,"Gas, Noise Alert",1
12568,2025-04-10 02:27:00,35.3,71.6,99.9,42.5,Normal,7
12569,2025-04-10 02:28:00,48.0,43.9,101.8,41.1,"Temp, Gas Alert",9
12570,2025-04-10 02:29:00,49.4,66.7,112.3,35.7,"Temp, Gas Alert",9
12571,2025-04-10 02:30:00,54.7,45.4,152.2,36.3,"Temp, Gas Alert",9
12572,2025-04-10 02:31:00,50.1,56.0,128.8,60.9,"Temp, Gas, Noise Alert",10
12573,2025-04-10 02:32:00,49.3,72.8,102.5,43.3,"Temp, Gas Alert",9
12574,2025-04-10 02:33:00,48.6,48.3,140.6,61.0,"Temp, Gas, Noise Alert",10
12575,2025-04-10 02:34:00,49.2,84.9,152.9,47.2,"Temp, Humidity, Gas Alert",12
12576,2025-04-10 02:35:00,46.9,42.4,140.8,36.0,"Temp, Gas Alert",9
12577,2025-04-10 02:36:00,38.7,73.0,81.3,51.1,Noise Alert,6
12578,2025-04-10 02:37:00,42.5,40.1,112.4,35.5,Gas Alert,0
12579,2025-04-10 02:38:00,52.7,40.8,136.3,44.8,"Temp, Gas Alert",9
12580,2025-04-10 02:39:00,36.6,45.9,137.8,63.6,"Gas, Noise Alert",1
12581,2025-04-10 02:40:00,37.0,70.0,140.6,44.1,Gas Alert,0
12582,2025-04-10 02:41:00,35.6,48.7,104.1,53.3,"Gas, Noise Alert",1
12583,2025-04-10 02:42:00,42.5,46.3,100.0,64.4,Noise Alert,6
12584,2025-04-10 02:43:00,33.1,49.5,133.1,47.8,Gas Alert,0
12585,2025-04-10 02:44:00,49.0,46.5,154.6,57.4,"Temp, Gas, Noise Alert",10
12586,2025-04-10 02:45:00,54.0,61.4,110.7,57.9,"Temp, Gas, Noise Alert",10
12587,2025-04-10 02:46:00,31.7,78.6,109.6,64.4,"Humidity, Gas, Noise Alert",4
12588,2025-04-10 02:47:00,39.1,48.7,80.1,38.5,Normal,7
12589,2025-04-10 02:48:00,53.0,41.9,106.5,39.4,"Temp, Gas Alert",9
12590,2025-04-10 02:49:00,33.6,61.9,107.9,55.3,"Gas, Noise Alert",1
12591,2025-04-10 02:50:00,53.7,84.8,102.3,46.0,"Temp, Humidity, Gas Alert",12
12592,2025-04-10 02:51:00,40.9,56.1,115.9,50.0,Gas Alert,0
12593,2025-04-10 02:52:00,39.2,75.8,111.3,60.6,"Humidity, Gas, Noise Alert",4
12594,2025-04-10 02:53:00,39.3,81.1,150.3,53.1,"Humidity, Gas, Noise Alert",4
12595,2025-04-10 02:54:00,46.5,55.6,150.3,52.8,"Temp, Gas, Noise Alert",10
12596,2025-04-10 02:55:00,39.2,78.6,140.4,45.1,"Humidity, Gas Alert",3
12597,2025-04-10 02:56:00,45.1,76.0,80.7,37.6,"Temp, Humidity Alert",11
12598,2025-04-10 02:57:00,30.3,59.9,81.9,57.9,Noise Alert,6
12599,2025-04-10 02:58:00,31.5,69.1,107.8,56.4,"Gas, Noise Alert",1
12600,2025-04-10 02:59:00,46.8,55.8,140.1,46.8,"Temp, Gas Alert",9
12601,2025-04-10 03:00:00,54.3,53.2,130.7,54.6,"Temp, Gas, Noise Alert",10
12602,2025-04-10 03:01:00,51.8,83.1,93.4,61.4,"Temp, Humidity, Noise Alert",14
12603,2025-04-10 03:02:00,35.8,80.0,138.7,35.1,"Humidity, Gas Alert",3
12604,2025-04-10 03:03:00,43.3,46.5,112.0,61.4,"Gas, Noise Alert",1
12605,2025-04-10 03:04:00,31.3,83.9,155.0,44.1,"Humidity, Gas Alert",3
12606,2025-04-10 03:05:00,47.3,44.1,135.4,55.1,"Temp, Gas, Noise Alert",10
12607,2025-04-10 03:06:00,48.0,75.7,84.5,47.0,"Temp, Humidity Alert",11
12608,2025-04-10 03:07:00,47.3,58.0,94.7,57.5,"Temp, Noise Alert",15
12609,2025-04-10 03:08:00,53.5,61.6,148.6,37.0,"Temp, Gas Alert",9
12610,2025-04-10 03:09:00,43.3,63.7,111.8,56.0,"Gas, Noise Alert",1
12611,2025-04-10 03:10:00,54.6,51.0,144.7,44.6,"Temp, Gas Alert",9
12612,2025-04-10 03:11:00,34.2,81.5,156.4,47.6,"Humidity, Gas Alert",3
12613,2025-04-10 03:12:00,30.8,76.6,135.8,43.8,"Humidity, Gas Alert",3
12614,2025-04-10 03:13:00,52.1,69.9,107.9,57.7,"Temp, Gas, Noise Alert",10
12615,2025-04-10 03:14:00,36.6,44.9,158.4,54.1,"Gas, Noise Alert",1
12616,2025-04-10 03:15:00,54.5,57.0,122.0,44.0,"Temp, Gas Alert",9
12617,2025-04-10 03:16:00,45.0,74.1,107.0,62.4,"Gas, Noise Alert",1
12618,2025-04-10 03:17:00,45.9,55.8,108.9,61.3,"Temp, Gas, Noise Alert",10
12619,2025-04-10 03:18:00,44.5,63.2,109.0,51.0,"Gas, Noise Alert",1
12620,2025-04-10 03:19:00,40.1,47.5,100.2,54.3,"Gas, Noise Alert",1
12621,2025-04-10 03:20:00,32.7,83.8,100.7,42.2,"Humidity, Gas Alert",3
12622,2025-04-10 03:21:00,43.9,61.8,95.9,60.6,Noise Alert,6
12623,2025-04-10 03:22:00,36.6,52.2,126.5,51.6,"Gas, Noise Alert",1
12624,2025-04-10 03:23:00,50.5,75.2,89.7,53.5,"Temp, Humidity, Noise Alert",14
12625,2025-04-10 03:24:00,44.6,79.9,149.7,55.5,"Humidity, Gas, Noise Alert",4
12626,2025-04-10 03:25:00,33.2,77.9,102.5,59.3,"Humidity, Gas, Noise Alert",4
12627,2025-04-10 03:26:00,41.8,75.3,140.4,57.8,"Humidity, Gas, Noise Alert",4
12628,2025-04-10 03:27:00,40.2,61.8,112.5,48.8,Gas Alert,0
12629,2025-04-10 03:28:00,45.4,68.7,90.9,38.0,Temp Alert,8
12630,2025-04-10 03:29:00,45.9,69.2,109.1,58.9,"Temp, Gas, Noise Alert",10
12631,2025-04-10 03:30:00,54.4,45.4,90.4,63.3,"Temp, Noise Alert",15
12632,2025-04-10 03:31:00,45.0,75.7,157.9,47.6,"Humidity, Gas Alert",3
12633,2025-04-10 03:32:00,31.9,70.5,123.5,43.8,Gas Alert,0
12634,2025-04-10 03:33:00,39.2,76.2,132.5,43.0,"Humidity, Gas Alert",3
12635,2025-04-10 03:34:00,39.9,70.2,88.3,55.8,Noise Alert,6
12636,2025-04-10 03:35:00,32.8,45.1,83.0,50.7,Noise Alert,6
12637,2025-04-10 03:36:00,38.2,56.5,156.8,58.0,"Gas, Noise Alert",1
12638,2025-04-10 03:37:00,48.7,60.0,112.3,37.5,"Temp, Gas Alert",9
12639,2025-04-10 03:38:00,38.4,73.7,129.1,57.9,"Gas, Noise Alert",1
12640,2025-04-10 03:39:00,44.1,76.9,84.1,52.2,"Humidity, Noise Alert",5
12641,2025-04-10 03:40:00,49.7,84.7,97.6,42.3,"Temp, Humidity Alert",11
12642,2025-04-10 03:41:00,38.8,84.2,111.9,48.5,"Humidity, Gas Alert",3
12643,2025-04-10 03:42:00,31.6,56.7,125.3,49.0,Gas Alert,0
12644,2025-04-10 03:43:00,30.0,47.6,114.6,43.8,Gas Alert,0
12645,2025-04-10 03:44:00,38.6,69.8,141.5,41.7,Gas Alert,0
12646,2025-04-10 03:45:00,41.1,65.6,145.0,39.5,Gas Alert,0
12647,2025-04-10 03:46:00,39.4,75.2,129.3,53.3,"Humidity, Gas, Noise Alert",4
12648,2025-04-10 03:47:00,41.0,47.0,96.9,63.9,Noise Alert,6
12649,2025-04-10 03:48:00,36.5,73.7,95.4,58.5,Noise Alert,6
12650,2025-04-10 03:49:00,36.0,44.7,110.8,57.6,"Gas, Noise Alert",1
12651,2025-04-10 03:50:00,32.0,41.7,115.3,55.1,"Gas, Noise Alert",1
12652,2025-04-10 03:51:00,40.0,83.8,105.3,47.4,"Humidity, Gas Alert",3
12653,2025-04-10 03:52:00,54.1,40.6,117.4,47.1,"Temp, Gas Alert",9
12654,2025-04-10 03:53:00,54.3,76.9,90.4,40.9,"Temp, Humidity Alert",11
12655,2025-04-10 03:54:00,45.6,42.9,144.4,54.8,"Temp, Gas, Noise Alert",10
12656,2025-04-10 03:55:00,30.8,74.8,136.8,42.3,Gas Alert,0
12657,2025-04-10 03:56:00,51.8,46.2,91.7,45.1,Temp Alert,8
12658,2025-04-10 03:57:00,47.0,65.8,147.4,62.7,"Temp, Gas, Noise Alert",10
12659,2025-04-10 03:58:00,48.5,46.4,149.2,47.0,"Temp, Gas Alert",9
12660,2025-04-10 03:59:00,34.0,48.7,141.2,42.8,Gas Alert,0
12661,2025-04-10 04:00:00,32.5,70.5,153.1,62.4,"Gas, Noise Alert",1
12662,2025-04-10 04:01:00,40.5,55.9,81.6,64.0,Noise Alert,6
12663,2025-04-10 04:02:00,51.7,75.2,118.1,58.2,"Temp, Humidity, Gas, Noise Alert",13
12664,2025-04-10 04:03:00,53.0,43.4,89.4,45.9,Temp Alert,8
12665,2025-04-10 04:04:00,35.5,40.8,143.1,53.4,"Gas, Noise Alert",1
12666,2025-04-10 04:05:00,39.7,46.4,131.1,39.5,Gas Alert,0
12667,2025-04-10 04:06:00,42.0,82.3,158.4,46.5,"Humidity, Gas Alert",3
12668,2025-04-10 04:07:00,47.4,74.9,98.3,55.2,"Temp, Noise Alert",15
12669,2025-04-10 04:08:00,54.5,73.1,94.3,48.1,Temp Alert,8
12670,2025-04-10 04:09:00,36.6,47.3,103.1,45.8,Gas Alert,0
12671,2025-04-10 04:10:00,43.9,71.6,125.8,61.6,"Gas, Noise Alert",1
12672,2025-04-10 04:11:00,42.1,84.8,82.4,43.0,Humidity Alert,2
12673,2025-04-10 04:12:00,37.1,70.3,104.5,40.3,Gas Alert,0
12674,2025-04-10 04:13:00,48.9,52.4,86.7,54.6,"Temp, Noise Alert",15
12675,2025-04-10 04:14:00,43.0,49.7,87.0,53.4,Noise Alert,6
12676,2025-04-10 04:15:00,50.6,62.3,86.3,52.5,"Temp, Noise Alert",15
12677,2025-04-10 04:16:00,39.4,51.0,139.6,55.4,"Gas, Noise Alert",1
12678,2025-04-10 04:17:00,43.0,81.2,141.3,64.2,"Humidity, Gas, Noise Alert",4
12679,2025-04-10 04:18:00,49.4,56.8,102.7,63.6,"Temp, Gas, Noise Alert",10
12680,2025-04-10 04:19:00,38.9,74.7,146.6,62.9,"Gas, Noise Alert",1
12681,2025-04-10 04:20:00,30.7,47.2,110.6,37.4,Gas Alert,0
12682,2025-04-10 04:21:00,38.3,74.6,143.2,61.5,"Gas, Noise Alert",1
12683,2025-04-10 04:22:00,30.9,67.6,154.3,39.8,Gas Alert,0
12684,2025-04-10 04:23:00,53.5,56.1,100.2,53.7,"Temp, Gas, Noise Alert",10
12685,2025-04-10 04:24:00,30.4,65.7,96.1,36.2,Normal,7
12686,2025-04-10 04:25:00,34.7,74.5,158.1,54.0,"Gas, Noise Alert",1
12687,2025-04-10 04:26:00,44.6,80.6,155.6,48.2,"Humidity, Gas Alert",3
12688,2025-04-10 04:27:00,34.6,44.0,82.4,43.0,Normal,7
12689,2025-04-10 04:28:00,32.8,71.4,85.6,53.5,Noise Alert,6
12690,2025-04-10 04:29:00,44.0,81.6,86.2,63.2,"Humidity, Noise Alert",5
12691,2025-04-10 04:30:00,45.3,75.0,130.5,61.4,"Temp, Gas, Noise Alert",10
12692,2025-04-10 04:31:00,32.6,41.1,104.2,54.0,"Gas, Noise Alert",1
12693,2025-04-10 04:32:00,41.0,64.5,157.9,46.5,Gas Alert,0
12694,2025-04-10 04:33:00,36.3,69.8,137.9,43.7,Gas Alert,0
12695,2025-04-10 04:34:00,33.2,70.7,91.3,35.9,Normal,7
12696,2025-04-10 04:35:00,47.4,48.5,135.7,58.6,"Temp, Gas, Noise Alert",10
12697,2025-04-10 04:36:00,53.4,42.8,118.7,63.5,"Temp, Gas, Noise Alert",10
12698,2025-04-10 04:37:00,35.2,42.9,134.7,44.2,Gas Alert,0
12699,2025-04-10 04:38:00,39.0,53.7,104.3,35.4,Gas Alert,0
12700,2025-04-10 04:39:00,31.3,47.5,112.9,39.5,Gas Alert,0
12701,2025-04-10 04:40:00,35.2,80.4,152.4,51.1,"Humidity, Gas, Noise Alert",4
12702,2025-04-10 04:41:00,49.9,67.3,84.2,64.4,"Temp, Noise Alert",15
12703,2025-04-10 04:42:00,44.9,46.4,143.2,60.2,"Gas, Noise Alert",1
12704,2025-04-10 04:43:00,40.7,40.8,105.5,37.1,Gas Alert,0
12705,2025-04-10 04:44:00,33.1,50.2,101.9,35.7,Gas Alert,0
12706,2025-04-10 04:45:00,37.0,53.6,100.6,37.0,Gas Alert,0
12707,2025-04-10 04:46:00,39.9,56.5,91.3,41.8,Normal,7
12708,2025-04-10 04:47:00,31.8,42.6,130.7,47.5,Gas Alert,0
12709,2025-04-10 04:48:00,35.7,65.1,120.1,53.9,"Gas, Noise Alert",1
12710,2025-04-10 04:49:00,32.0,79.2,114.2,56.6,"Humidity, Gas, Noise Alert",4
12711,2025-04-10 04:50:00,46.7,82.0,83.6,51.6,"Temp, Humidity, Noise Alert",14
12712,2025-04-10 04:51:00,52.0,81.3,111.7,47.9,"Temp, Humidity, Gas Alert",12
12713,2025-04-10 04:52:00,46.3,77.4,122.4,60.7,"Temp, Humidity, Gas, Noise Alert",13
12714,2025-04-10 04:53:00,36.3,70.4,85.8,50.8,Noise Alert,6
12715,2025-04-10 04:54:00,43.8,71.4,135.5,46.7,Gas Alert,0
12716,2025-04-10 04:55:00,41.2,52.1,98.7,58.4,Noise Alert,6
12717,2025-04-10 04:56:00,48.9,66.7,113.8,56.0,"Temp, Gas, Noise Alert",10
12718,2025-04-10 04:57:00,47.3,67.0,146.5,35.7,"Temp, Gas Alert",9
12719,2025-04-10 04:58:00,54.4,70.3,102.4,37.8,"Temp, Gas Alert",9
12720,2025-04-10 04:59:00,42.6,74.2,149.1,55.0,"Gas, Noise Alert",1
12721,2025-04-10 05:00:00,33.2,55.0,130.2,35.4,Gas Alert,0
12722,2025-04-10 05:01:00,50.2,48.9,103.5,35.7,"Temp, Gas Alert",9
12723,2025-04-10 05:02:00,40.4,81.1,125.3,64.3,"Humidity, Gas, Noise Alert",4
12724,2025-04-10 05:03:00,35.6,76.7,96.8,38.6,Humidity Alert,2
12725,2025-04-10 05:04:00,33.0,50.4,116.1,54.4,"Gas, Noise Alert",1
12726,2025-04-10 05:05:00,38.3,65.2,102.4,53.0,"Gas, Noise Alert",1
12727,2025-04-10 05:06:00,32.3,63.2,153.9,39.8,Gas Alert,0
12728,2025-04-10 05:07:00,39.7,54.6,118.0,43.2,Gas Alert,0
12729,2025-04-10 05:08:00,50.9,82.4,133.6,63.9,"Temp, Humidity, Gas, Noise Alert",13
12730,2025-04-10 05:09:00,41.2,82.7,105.2,44.8,"Humidity, Gas Alert",3
12731,2025-04-10 05:10:00,48.5,47.5,113.5,52.6,"Temp, Gas, Noise Alert",10
12732,2025-04-10 05:11:00,36.6,54.1,143.7,61.4,"Gas, Noise Alert",1
12733,2025-04-10 05:12:00,42.3,76.8,91.8,35.4,Humidity Alert,2
12734,2025-04-10 05:13:00,37.2,43.9,136.1,47.0,Gas Alert,0
12735,2025-04-10 05:14:00,54.2,56.5,129.9,42.7,"Temp, Gas Alert",9
12736,2025-04-10 05:15:00,43.4,49.0,120.6,62.3,"Gas, Noise Alert",1
12737,2025-04-10 05:16:00,49.7,54.1,110.4,37.6,"Temp, Gas Alert",9
12738,2025-04-10 05:17:00,54.4,73.3,87.7,57.6,"Temp, Noise Alert",15
12739,2025-04-10 05:18:00,33.5,78.1,103.4,53.7,"Humidity, Gas, Noise Alert",4
12740,2025-04-10 05:19:00,31.3,67.8,129.5,54.6,"Gas, Noise Alert",1
12741,2025-04-10 05:20:00,42.5,41.1,100.3,53.1,"Gas, Noise Alert",1
12742,2025-04-10 05:21:00,41.8,75.0,136.9,43.7,Gas Alert,0
12743,2025-04-10 05:22:00,43.6,66.1,104.8,43.1,Gas Alert,0
12744,2025-04-10 05:23:00,46.8,63.9,149.4,43.3,"Temp, Gas Alert",9
12745,2025-04-10 05:24:00,39.6,76.4,113.3,64.5,"Humidity, Gas, Noise Alert",4
12746,2025-04-10 05:25:00,41.7,49.5,130.2,59.0,"Gas, Noise Alert",1
12747,2025-04-10 05:26:00,32.0,42.7,110.5,40.2,Gas Alert,0
12748,2025-04-10 05:27:00,42.5,59.2,89.1,57.4,Noise Alert,6
12749,2025-04-10 05:28:00,49.6,44.6,120.7,47.3,"Temp, Gas Alert",9
12750,2025-04-10 05:29:00,34.9,66.8,85.0,37.1,Normal,7
12751,2025-04-10 05:30:00,37.4,48.1,114.6,44.3,Gas Alert,0
12752,2025-04-10 05:31:00,46.9,45.4,158.4,37.6,"Temp, Gas Alert",9
12753,2025-04-10 05:32:00,51.1,82.0,83.6,59.3,"Temp, Humidity, Noise Alert",14
12754,2025-04-10 05:33:00,54.1,46.2,127.6,54.2,"Temp, Gas, Noise Alert",10
12755,2025-04-10 05:34:00,32.9,67.4,99.4,51.5,Noise Alert,6
12756,2025-04-10 05:35:00,34.7,73.0,119.8,36.5,Gas Alert,0
12757,2025-04-10 05:36:00,46.5,84.3,144.7,46.8,"Temp, Humidity, Gas Alert",12
12758,2025-04-10 05:37:00,33.8,68.0,92.0,46.1,Normal,7
12759,2025-04-10 05:38:00,51.1,62.0,121.7,55.3,"Temp, Gas, Noise Alert",10
12760,2025-04-10 05:39:00,39.4,83.8,81.3,35.1,Humidity Alert,2
12761,2025-04-10 05:40:00,30.4,47.3,109.4,36.4,Gas Alert,0
12762,2025-04-10 05:41:00,40.8,81.1,95.4,64.8,"Humidity, Noise Alert",5
12763,2025-04-10 05:42:00,45.7,49.3,138.9,63.0,"Temp, Gas, Noise Alert",10
12764,2025-04-10 05:43:00,50.4,82.5,150.4,51.5,"Temp, Humidity, Gas, Noise Alert",13
12765,2025-04-10 05:44:00,53.1,74.0,136.8,57.6,"Temp, Gas, Noise Alert",10
12766,2025-04-10 05:45:00,54.1,67.6,142.0,64.9,"Temp, Gas, Noise Alert",10
12767,2025-04-10 05:46:00,42.1,80.4,117.7,39.6,"Humidity, Gas Alert",3
12768,2025-04-10 05:47:00,47.2,48.2,141.0,48.9,"Temp, Gas Alert",9
12769,2025-04-10 05:48:00,50.1,75.6,135.7,39.2,"Temp, Humidity, Gas Alert",12
12770,2025-04-10 05:49:00,50.8,79.1,99.9,47.0,"Temp, Humidity Alert",11
12771,2025-04-10 05:50:00,32.9,53.0,122.9,56.4,"Gas, Noise Alert",1
12772,2025-04-10 05:51:00,48.4,75.1,106.7,51.9,"Temp, Humidity, Gas, Noise Alert",13
12773,2025-04-10 05:52:00,38.7,81.6,108.8,47.1,"Humidity, Gas Alert",3
12774,2025-04-10 05:53:00,30.0,84.2,93.9,50.3,"Humidity, Noise Alert",5
12775,2025-04-10 05:54:00,44.8,80.3,87.5,48.2,Humidity Alert,2
12776,2025-04-10 05:55:00,31.8,84.2,153.3,37.7,"Humidity, Gas Alert",3
12777,2025-04-10 05:56:00,49.4,83.2,146.5,43.2,"Temp, Humidity, Gas Alert",12
12778,2025-04-10 05:57:00,31.6,59.3,118.1,49.9,Gas Alert,0
12779,2025-04-10 05:58:00,37.5,59.7,114.2,59.7,"Gas, Noise Alert",1
12780,2025-04-10 05:59:00,42.6,82.9,105.7,45.4,"Humidity, Gas Alert",3
12781,2025-04-10 06:00:00,39.6,76.8,85.8,64.0,"Humidity, Noise Alert",5
12782,2025-04-10 06:01:00,51.6,79.8,125.7,44.9,"Temp, Humidity, Gas Alert",12
12783,2025-04-10 06:02:00,35.9,76.3,85.5,50.9,"Humidity, Noise Alert",5
12784,2025-04-10 06:03:00,36.1,63.6,139.5,37.2,Gas Alert,0
12785,2025-04-10 06:04:00,49.7,83.1,126.8,54.2,"Temp, Humidity, Gas, Noise Alert",13
12786,2025-04-10 06:05:00,52.1,69.7,136.7,59.6,"Temp, Gas, Noise Alert",10
12787,2025-04-10 06:06:00,39.2,74.7,96.3,45.7,Normal,7
12788,2025-04-10 06:07:00,46.0,81.2,154.8,46.5,"Temp, Humidity, Gas Alert",12
12789,2025-04-10 06:08:00,35.2,79.2,83.0,62.8,"Humidity, Noise Alert",5
12790,2025-04-10 06:09:00,37.5,71.4,132.0,40.5,Gas Alert,0
12791,2025-04-10 06:10:00,54.8,72.3,127.2,44.1,"Temp, Gas Alert",9
12792,2025-04-10 06:11:00,40.0,75.9,152.3,45.2,"Humidity, Gas Alert",3
12793,2025-04-10 06:12:00,39.2,64.1,133.9,50.3,"Gas, Noise Alert",1
12794,2025-04-10 06:13:00,49.5,50.7,89.8,46.9,Temp Alert,8
12795,2025-04-10 06:14:00,51.4,64.0,125.1,48.5,"Temp, Gas Alert",9
12796,2025-04-10 06:15:00,37.9,70.9,140.6,45.3,Gas Alert,0
12797,2025-04-10 06:16:00,52.7,81.6,81.9,47.0,"Temp, Humidity Alert",11
12798,2025-04-10 06:17:00,36.0,47.0,110.8,53.7,"Gas, Noise Alert",1
12799,2025-04-10 06:18:00,35.9,61.2,127.1,61.0,"Gas, Noise Alert",1
12800,2025-04-10 06:19:00,50.0,78.9,145.3,53.9,"Temp, Humidity, Gas, Noise Alert",13
12801,2025-04-10 06:20:00,35.1,46.2,81.2,48.7,Normal,7
